"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"failed","Fri Aug 23 11:23:33 GMT 2024","Fri Aug 23 11:25:14 GMT 2024","101157","edge","TestSuite.spec.js","Test Suite","","","IPhone8ToBusinessB2B","Add product 'Apple iPhone 8' to business account with B2B product price list"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-add10PercentDiscount6MonthsToResidential",""
"failed","Fri Aug 23 11:18:38 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","238","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone7ToConsumerB2C","API - Add 'Apple iPhone 7' to consumer account with B2C product price list"
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-A5GNetworkVoiceToBusiness",""
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkISP",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"passed","Fri Aug 23 11:18:37 GMT 2024","Fri Aug 23 11:22:13 GMT 2024","216370","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkISP","Verify that product '5G Network - ISP' exists, and verify product details"
"passed","Fri Aug 23 11:18:37 GMT 2024","Fri Aug 23 11:23:29 GMT 2024","292171","edge","TestSuite.spec.js","Test Suite","","","A5GNetworkVoiceToBusiness","Order product '5G Network - Voice' through business account with B2B product price list."
"passed","Fri Aug 23 11:23:36 GMT 2024","Fri Aug 23 11:25:18 GMT 2024","102234","edge","TestSuite.spec.js","Test Suite","","","IPhone7ToConsumerB2C","Add 'Apple iPhone 7' to consumer account with B2C product price list"
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","1","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify10Times10GBNational150kr",""
"passed","Fri Aug 23 11:22:00 GMT 2024","Fri Aug 23 11:22:54 GMT 2024","54446","edge","TestSuite.spec.js","Test Suite","","","Verify10Times10GBNational150kr","Verify that product '10Times 10GB National 150kr' exists, and to verify product details and it's child products"
"passed","Fri Aug 23 11:23:32 GMT 2024","Fri Aug 23 11:25:24 GMT 2024","112546","edge","TestSuite.spec.js","Test Suite","","","Add10PercentDiscount6MonthsToResidential","Add discount 'Add 10% Discount - 6 months' for any product available, to a Residential account, and verify the discount duration and percentage"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","1","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone8ToBusinessB2B",""
"passed","Fri Aug 23 11:21:57 GMT 2024","Fri Aug 23 11:22:42 GMT 2024","44595","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkVoice","Verify that product '5G Network - Voice' exists, and verify product details"
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"skipped","Fri Aug 23 11:18:39 GMT 2024","Fri Aug 23 11:18:39 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkVoice",""
