"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 05 09:39:24 GMT 2024","Tue Mar 05 09:40:26 GMT 2024","62196","chromium","TestSuite.spec.js","Test Suite","","","Verify5GNetworkISP","Verify that product '5G Network - ISP' exists, and verify product details"
"failed","Tue Mar 05 09:40:02 GMT 2024","Tue Mar 05 09:42:43 GMT 2024","161755","chromium","TestSuite.spec.js","Test Suite","","","Add10PercentDiscount6MonthsToResidential","Add discount 'Add '10% Discount - 6 months' for any product available, to a Residential account, and verify the discount duration and percentage"
"failed","Tue Mar 05 09:39:28 GMT 2024","Tue Mar 05 09:40:21 GMT 2024","52880","chromium","TestSuite.spec.js","Test Suite","","","Verify10Times10GBNational150kr","Verify that product '10Times 10GB National 150kr' exists, and to verify product details and it's child products"
"failed","Tue Mar 05 09:40:05 GMT 2024","Tue Mar 05 09:43:07 GMT 2024","182662","chromium","TestSuite.spec.js","Test Suite","","","IPhone7ToConsumerB2C","Add 'Apple iPhone 7' to consumer account with B2C product price list"
"failed","Tue Mar 05 09:39:24 GMT 2024","Tue Mar 05 09:40:22 GMT 2024","58265","chromium","TestSuite.spec.js","Test Suite","","","Verify5GNetworkVoice","Verify that product '5G Network - Voice' exists, and verify product details"
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"failed","Tue Mar 05 09:40:04 GMT 2024","Tue Mar 05 09:42:43 GMT 2024","159395","chromium","TestSuite.spec.js","Test Suite","","","5GNetwork-VoiceToBusiness","Order product '5G Network - Voice' through business account with B2B product price list."
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"failed","Tue Mar 05 09:40:06 GMT 2024","Tue Mar 05 09:43:05 GMT 2024","179232","chromium","TestSuite.spec.js","Test Suite","","","IPhone8ToBusinessB2B","Add product 'Apple iPhone 8' to business account with B2B product price list"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
