"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkVoice",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"failed","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","224","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone7ToConsumerB2C","API - Add 'Apple iPhone 7' to consumer account with B2C product price list"
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify10Times10GBNational150kr",""
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone8ToBusinessB2B",""
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","1","edge","ApiSuite.spec.js","Api Test Suite","","","API-add10PercentDiscount6MonthsToResidential",""
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-A5GNetworkVoiceToBusiness",""
"skipped","Fri Aug 23 11:45:48 GMT 2024","Fri Aug 23 11:45:48 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkISP",""
