"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 23 08:49:41 GMT 2024","Fri Aug 23 08:52:09 GMT 2024","148139","edge","TestSuite.spec.js","Test Suite","","","A5GNetworkVoiceToBusiness","Order product '5G Network - Voice' through business account with B2B product price list."
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify10Times10GBNational150kr",""
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-add10PercentDiscount6MonthsToResidential",""
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkVoice",""
"failed","Fri Aug 23 08:46:17 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","333","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone7ToConsumerB2C","API - Add 'Apple iPhone 7' to consumer account with B2C product price list"
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone8ToBusinessB2B",""
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-A5GNetworkVoiceToBusiness",""
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"failed","Fri Aug 23 08:50:54 GMT 2024","Fri Aug 23 08:52:56 GMT 2024","122429","edge","TestSuite.spec.js","Test Suite","","","IPhone7ToConsumerB2C","Add 'Apple iPhone 7' to consumer account with B2C product price list"
"passed","Fri Aug 23 08:49:08 GMT 2024","Fri Aug 23 08:50:17 GMT 2024","69166","edge","TestSuite.spec.js","Test Suite","","","Verify10Times10GBNational150kr","Verify that product '10Times 10GB National 150kr' exists, and to verify product details and it's child products"
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"passed","Fri Aug 23 08:49:05 GMT 2024","Fri Aug 23 08:50:14 GMT 2024","68013","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkVoice","Verify that product '5G Network - Voice' exists, and verify product details"
"skipped","Fri Aug 23 08:46:18 GMT 2024","Fri Aug 23 08:46:18 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkISP",""
"passed","Fri Aug 23 08:49:07 GMT 2024","Fri Aug 23 08:50:11 GMT 2024","64015","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkISP","Verify that product '5G Network - ISP' exists, and verify product details"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"passed","Fri Aug 23 08:50:46 GMT 2024","Fri Aug 23 08:53:06 GMT 2024","139941","edge","TestSuite.spec.js","Test Suite","","","Add10PercentDiscount6MonthsToResidential","Add discount 'Add 10% Discount - 6 months' for any product available, to a Residential account, and verify the discount duration and percentage"
"failed","Fri Aug 23 08:50:53 GMT 2024","Fri Aug 23 08:52:58 GMT 2024","125253","edge","TestSuite.spec.js","Test Suite","","","IPhone8ToBusinessB2B","Add product 'Apple iPhone 8' to business account with B2B product price list"
