"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 22 15:27:20 GMT 2024","Thu Aug 22 15:30:08 GMT 2024","168030","edge","TestSuite.spec.js","Test Suite","","","Add10PercentDiscount6MonthsToResidential","Add discount 'Add 10% Discount - 6 months' for any product available, to a Residential account, and verify the discount duration and percentage"
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkVoice",""
"passed","Thu Aug 22 15:26:33 GMT 2024","Thu Aug 22 15:27:12 GMT 2024","38543","edge","TestSuite.spec.js","Test Suite","","","Verify10Times10GBNational150kr","Verify that product '10Times 10GB National 150kr' exists, and to verify product details and it's child products"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone8ToBusinessB2B",""
"passed","Thu Aug 22 15:25:48 GMT 2024","Thu Aug 22 15:26:28 GMT 2024","40401","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkVoice","Verify that product '5G Network - Voice' exists, and verify product details"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"failed","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","546","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone7ToConsumerB2C","API - Add 'Apple iPhone 7' to consumer account with B2C product price list"
"passed","Thu Aug 22 15:27:23 GMT 2024","Thu Aug 22 15:29:56 GMT 2024","153970","edge","TestSuite.spec.js","Test Suite","","","A5GNetworkVoiceToBusiness","Order product '5G Network - Voice' through business account with B2B product price list."
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","1","edge","ApiSuite.spec.js","Api Test Suite","","","API-A5GNetworkVoiceToBusiness",""
"passed","Thu Aug 22 15:25:46 GMT 2024","Thu Aug 22 15:26:31 GMT 2024","45231","edge","TestSuite.spec.js","Test Suite","","","Verify5GNetworkISP","Verify that product '5G Network - ISP' exists, and verify product details"
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-add10PercentDiscount6MonthsToResidential",""
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify10Times10GBNational150kr",""
"skipped","Thu Aug 22 15:22:34 GMT 2024","Thu Aug 22 15:22:34 GMT 2024","0","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkISP",""
"passed","Thu Aug 22 15:27:26 GMT 2024","Thu Aug 22 15:30:13 GMT 2024","166640","edge","TestSuite.spec.js","Test Suite","","","IPhone7ToConsumerB2C","Add 'Apple iPhone 7' to consumer account with B2C product price list"
"failed","Thu Aug 22 15:27:24 GMT 2024","Thu Aug 22 15:30:04 GMT 2024","160230","edge","TestSuite.spec.js","Test Suite","","","IPhone8ToBusinessB2B","Add product 'Apple iPhone 8' to business account with B2B product price list"
