"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 11:50:54 GMT 2024","Fri Aug 23 11:51:00 GMT 2024","5911","edge","ApiSuite.spec.js","Api Test Suite","","","API-add10PercentDiscount6MonthsToResidential","Add discount 'Add '10% Discount - 6 months' for any product available, to a Residential account, and verify the discount duration and percentage"
"passed","Tue Dec 26 11:01:56 GMT 2023","Tue Dec 26 11:02:17 GMT 2023","21169","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - ISP'",""
"passed","Tue Dec 26 11:02:51 GMT 2023","Tue Dec 26 11:04:16 GMT 2023","85158","edge","TestSuite.spec.js","Test Suite","","","Add '10% Discount - 6 months' to Residential account",""
"passed","Fri Aug 23 11:50:47 GMT 2024","Fri Aug 23 11:50:54 GMT 2024","6677","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone8ToBusinessB2B","Add product 'Apple iPhone 8' to business account with B2B product price list"
"passed","Fri Aug 23 11:51:09 GMT 2024","Fri Aug 23 11:51:10 GMT 2024","811","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkVoice","Verify that product '5G Network - Voice' exists, and verify product details"
"passed","Fri Aug 23 11:51:05 GMT 2024","Fri Aug 23 11:51:09 GMT 2024","3155","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify10Times10GBNational150kr","Verify that product '10Times 10GB National 150kr' exists, and verify the product details and it's child products"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:56 GMT 2023","79118","edge","TestSuite.spec.js","Test Suite","","","Add 'Apple iPhone 7' to consumer account(B2C)",""
"passed","Tue Dec 26 11:01:06 GMT 2023","Tue Dec 26 11:01:33 GMT 2023","26435","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '10Times 10GB National 150kr'",""
"passed","Fri Aug 23 11:50:40 GMT 2024","Fri Aug 23 11:50:47 GMT 2024","7720","edge","ApiSuite.spec.js","Api Test Suite","","","API-iPhone7ToConsumerB2C","API - Add 'Apple iPhone 7' to consumer account with B2C product price list"
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:50 GMT 2023","72887","edge","TestSuite.spec.js","Test Suite","","","Order '5G Network - Voice' through business account(B2B)",""
"passed","Tue Dec 26 11:00:37 GMT 2023","Tue Dec 26 11:01:06 GMT 2023","29559","edge","TestSuite.spec.js","Test Suite","","","Verify details of product '5G Network - Voice'",""
"passed","Fri Aug 23 11:51:00 GMT 2024","Fri Aug 23 11:51:05 GMT 2024","5504","edge","ApiSuite.spec.js","Api Test Suite","","","API-A5GNetworkVoiceToBusiness","Order product '5G Network - Voice' through business account with B2B product price list."
"passed","Fri Aug 23 11:51:09 GMT 2024","Fri Aug 23 11:51:09 GMT 2024","824","edge","ApiSuite.spec.js","Api Test Suite","","","API-Verify5GNetworkISP","Verify that product '5G Network - ISP' exists, and verify product details"
